store_location,product_category,product_type,product_detail,total_qty_of_product_sold,total_revenue,day_of_transaction,day_number,month_of_transaction,month_number,transaction_quarter,time_of_transaction,days_classification,time_classification
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,1,3.0,Sun,1,Jan,1,1,12:49:48,Weekend,Midday / Lunch
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,1,4.5,Sun,1,Jan,1,1,12:50:15,Weekend,Midday / Lunch
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Sun,1,Jan,1,1,12:50:28,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Sun,1,Jan,1,1,12:51:21,Weekend,Midday / Lunch
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Sun,1,Jan,1,1,12:51:57,Weekend,Midday / Lunch
Lower Manhattan,Bakery,Scone,Ginger Scone,1,3.25,Sun,1,Jan,1,1,12:51:57,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,Sun,1,Jan,1,1,12:52:18,Weekend,Midday / Lunch
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Sun,1,Jan,1,1,12:52:18,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Sun,1,Jan,1,1,12:53:11,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Barista Espresso,Espresso shot,1,3.0,Sun,1,Jan,1,1,12:53:59,Weekend,Midday / Lunch
Astoria,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Sun,1,Jan,1,1,12:55:25,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Sun,1,Jan,1,1,12:55:27,Weekend,Midday / Lunch
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Sun,1,Jan,1,1,12:55:27,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,1,3.0,Sun,1,Jan,1,1,12:55:36,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Sun,1,Jan,1,1,12:55:53,Weekend,Midday / Lunch
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Sun,1,Jan,1,1,12:56:33,Weekend,Midday / Lunch
Astoria,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3.0,Sun,1,Jan,1,1,12:56:59,Weekend,Midday / Lunch
Astoria,Tea,Brewed herbal tea,Peppermint Rg,2,5.0,Sun,1,Jan,1,1,12:58:54,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Sun,1,Jan,1,1,12:59:06,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,13:00:38,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,13:01:33,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,1,3.0,Sun,1,Jan,1,1,13:02:40,Weekend,Midday / Lunch
Hell's Kitchen,Bakery,Scone,Scottish Cream Scone ,1,4.5,Sun,1,Jan,1,1,13:02:40,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Sun,1,Jan,1,1,13:02:52,Weekend,Midday / Lunch
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,2,6.0,Sun,1,Jan,1,1,13:03:13,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,13:04:01,Weekend,Midday / Lunch
Hell's Kitchen,Bakery,Scone,Ginger Scone,1,3.25,Sun,1,Jan,1,1,13:04:01,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,13:04:22,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Sun,1,Jan,1,1,13:04:37,Weekend,Midday / Lunch
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Sun,1,Jan,1,1,13:04:51,Weekend,Midday / Lunch
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,Sun,1,Jan,1,1,13:05:56,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,6.0,Sun,1,Jan,1,1,13:07:37,Weekend,Midday / Lunch
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,1,3.1,Sun,1,Jan,1,1,13:09:03,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,13:12:03,Weekend,Midday / Lunch
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,1,3.75,Sun,1,Jan,1,1,13:13:09,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,Sun,1,Jan,1,1,13:17:30,Weekend,Midday / Lunch
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2,8.0,Sun,1,Jan,1,1,13:17:32,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Sun,1,Jan,1,1,13:18:34,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Sun,1,Jan,1,1,13:19:09,Weekend,Midday / Lunch
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Sun,1,Jan,1,1,13:19:09,Weekend,Midday / Lunch
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Sun,1,Jan,1,1,13:19:36,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Sun,1,Jan,1,1,13:19:56,Weekend,Midday / Lunch
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Sun,1,Jan,1,1,13:20:51,Weekend,Midday / Lunch
Astoria,Coffee,Barista Espresso,Latte,2,7.5,Sun,1,Jan,1,1,13:21:23,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Sun,1,Jan,1,1,13:22:11,Weekend,Midday / Lunch
Astoria,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Sun,1,Jan,1,1,13:22:45,Weekend,Midday / Lunch
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Sun,1,Jan,1,1,13:23:54,Weekend,Midday / Lunch
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Sun,1,Jan,1,1,13:24:29,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Sun,1,Jan,1,1,13:30:49,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,13:32:07,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3.0,Sun,1,Jan,1,1,13:32:34,Weekend,Midday / Lunch
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Sun,1,Jan,1,1,13:34:12,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Lg,1,3.5,Sun,1,Jan,1,1,13:38:09,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino,2,7.5,Sun,1,Jan,1,1,13:38:11,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Lg,1,3.0,Sun,1,Jan,1,1,13:39:41,Weekend,Midday / Lunch
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Sun,1,Jan,1,1,13:40:47,Weekend,Midday / Lunch
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,13:41:09,Weekend,Midday / Lunch
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Sun,1,Jan,1,1,13:42:10,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Sun,1,Jan,1,1,13:42:49,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Rg,1,2.5,Sun,1,Jan,1,1,13:42:58,Weekend,Midday / Lunch
Lower Manhattan,Bakery,Scone,Ginger Scone,1,3.25,Sun,1,Jan,1,1,13:42:58,Weekend,Midday / Lunch
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Sun,1,Jan,1,1,13:43:18,Weekend,Midday / Lunch
Astoria,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Sun,1,Jan,1,1,13:43:18,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,13:43:41,Weekend,Midday / Lunch
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Sun,1,Jan,1,1,13:44:26,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino,1,3.75,Sun,1,Jan,1,1,13:47:51,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Sun,1,Jan,1,1,13:49:03,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Sun,1,Jan,1,1,13:50:09,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2,5.0,Sun,1,Jan,1,1,13:50:47,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Rg,2,6.0,Sun,1,Jan,1,1,13:51:56,Weekend,Midday / Lunch
Astoria,Coffee,Barista Espresso,Latte,2,7.5,Sun,1,Jan,1,1,13:53:04,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Gourmet brewed coffee,Ethiopia Lg,1,3.5,Sun,1,Jan,1,1,13:53:31,Weekend,Midday / Lunch
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,4.0,Sun,1,Jan,1,1,13:54:18,Weekend,Midday / Lunch
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Sun,1,Jan,1,1,13:55:04,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Sun,1,Jan,1,1,13:55:50,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,2,5.0,Sun,1,Jan,1,1,13:56:15,Weekend,Midday / Lunch
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,1,3.0,Sun,1,Jan,1,1,13:56:24,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Lg,2,7.0,Sun,1,Jan,1,1,13:57:34,Weekend,Midday / Lunch
Lower Manhattan,Bakery,Pastry,Chocolate Croissant,1,3.75,Sun,1,Jan,1,1,13:57:34,Weekend,Midday / Lunch
Astoria,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Sun,1,Jan,1,1,13:58:10,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,Sun,1,Jan,1,1,13:58:11,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,13:59:58,Weekend,Midday / Lunch
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,14:03:34,Weekend,Afternoon
Lower Manhattan,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Sun,1,Jan,1,1,14:03:34,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Rg,1,3.0,Sun,1,Jan,1,1,14:03:41,Weekend,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Sun,1,Jan,1,1,14:07:12,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,1,2.5,Sun,1,Jan,1,1,14:07:56,Weekend,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Sun,1,Jan,1,1,14:08:03,Weekend,Afternoon
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Sun,1,Jan,1,1,14:08:03,Weekend,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2,7.5,Sun,1,Jan,1,1,14:11:14,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,2,6.2,Sun,1,Jan,1,1,14:13:28,Weekend,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Sun,1,Jan,1,1,14:19:57,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Sun,1,Jan,1,1,14:20:06,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,14:20:08,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Sun,1,Jan,1,1,14:22:01,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,14:22:38,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Sun,1,Jan,1,1,14:23:28,Weekend,Afternoon
Hell's Kitchen,Bakery,Pastry,Chocolate Croissant,1,3.75,Sun,1,Jan,1,1,14:23:28,Weekend,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Sun,1,Jan,1,1,14:24:55,Weekend,Afternoon
Astoria,Bakery,Scone,Jumbo Savory Scone,1,3.75,Sun,1,Jan,1,1,14:24:55,Weekend,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Sun,1,Jan,1,1,14:25:32,Weekend,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2,6.0,Sun,1,Jan,1,1,14:25:39,Weekend,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Sun,1,Jan,1,1,14:26:36,Weekend,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Lg,2,6.0,Sun,1,Jan,1,1,14:29:05,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Black tea,English Breakfast Lg,2,6.0,Sun,1,Jan,1,1,14:29:50,Weekend,Afternoon
Lower Manhattan,Bakery,Scone,Scottish Cream Scone ,1,4.5,Sun,1,Jan,1,1,14:29:50,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Sun,1,Jan,1,1,14:30:51,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Sun,1,Jan,1,1,14:30:58,Weekend,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Rg,1,2.5,Sun,1,Jan,1,1,14:31:26,Weekend,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,14:32:20,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Sun,1,Jan,1,1,14:32:42,Weekend,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,14:32:54,Weekend,Afternoon
Astoria,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,1,4.0,Sun,1,Jan,1,1,14:35:47,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,14:36:23,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Sun,1,Jan,1,1,14:36:35,Weekend,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Sun,1,Jan,1,1,14:37:48,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3.0,Sun,1,Jan,1,1,14:39:06,Weekend,Afternoon
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Sun,1,Jan,1,1,14:39:48,Weekend,Afternoon
Lower Manhattan,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2,9.5,Sun,1,Jan,1,1,14:42:39,Weekend,Afternoon
Astoria,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Sun,1,Jan,1,1,14:43:13,Weekend,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Lg,1,3.0,Sun,1,Jan,1,1,14:45:31,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Sun,1,Jan,1,1,14:46:09,Weekend,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Sun,1,Jan,1,1,14:47:29,Weekend,Afternoon
Hell's Kitchen,Bakery,Pastry,Croissant,1,3.5,Sun,1,Jan,1,1,14:47:29,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,Earl Grey Lg,2,6.0,Sun,1,Jan,1,1,14:49:49,Weekend,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Lg,2,6.0,Sun,1,Jan,1,1,14:51:19,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Sun,1,Jan,1,1,14:55:34,Weekend,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,14:58:07,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Sun,1,Jan,1,1,14:58:35,Weekend,Afternoon
Astoria,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,15:02:04,Weekend,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Latte,1,3.75,Sun,1,Jan,1,1,15:02:28,Weekend,Afternoon
Lower Manhattan,Coffee,Organic brewed coffee,Brazilian Sm,2,4.4,Sun,1,Jan,1,1,15:06:27,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,2,6.0,Sun,1,Jan,1,1,15:08:28,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Sun,1,Jan,1,1,15:09:37,Weekend,Afternoon
Hell's Kitchen,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Sun,1,Jan,1,1,15:09:54,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Cappuccino,1,3.75,Sun,1,Jan,1,1,15:10:10,Weekend,Afternoon
Lower Manhattan,Bakery,Pastry,Croissant,1,3.5,Sun,1,Jan,1,1,15:10:10,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Sun,1,Jan,1,1,15:12:22,Weekend,Afternoon
Astoria,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2,5.0,Sun,1,Jan,1,1,15:12:54,Weekend,Afternoon
Astoria,Coffee,Organic brewed coffee,Brazilian Rg,2,6.0,Sun,1,Jan,1,1,15:14:19,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte,2,7.5,Sun,1,Jan,1,1,15:16:37,Weekend,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,1,4.75,Sun,1,Jan,1,1,15:18:56,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,1,2.5,Sun,1,Jan,1,1,15:19:34,Weekend,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2,6.0,Sun,1,Jan,1,1,15:21:05,Weekend,Afternoon
Astoria,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,15:22:11,Weekend,Afternoon
Hell's Kitchen,Coffee,Organic brewed coffee,Brazilian Rg,1,3.0,Sun,1,Jan,1,1,15:24:01,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Black tea,Earl Grey Rg,2,5.0,Sun,1,Jan,1,1,15:25:09,Weekend,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2,7.0,Sun,1,Jan,1,1,15:27:11,Weekend,Afternoon
Astoria,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,1,3.5,Sun,1,Jan,1,1,15:28:29,Weekend,Afternoon
Lower Manhattan,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Sun,1,Jan,1,1,15:28:54,Weekend,Afternoon
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,1,3.1,Sun,1,Jan,1,1,15:29:24,Weekend,Afternoon
Astoria,Bakery,Scone,Cranberry Scone,1,3.25,Sun,1,Jan,1,1,15:29:24,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Lg,1,3.0,Sun,1,Jan,1,1,15:30:16,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Sun,1,Jan,1,1,15:30:27,Weekend,Afternoon
Lower Manhattan,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,1,2.45,Sun,1,Jan,1,1,15:30:58,Weekend,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Sun,1,Jan,1,1,15:30:58,Weekend,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2,4.0,Sun,1,Jan,1,1,15:33:36,Weekend,Afternoon
Lower Manhattan,Bakery,Biscotti,Ginger Biscotti,1,3.5,Sun,1,Jan,1,1,15:33:36,Weekend,Afternoon
Astoria,Coffee,Barista Espresso,Cappuccino Lg,2,8.5,Sun,1,Jan,1,1,15:34:10,Weekend,Afternoon
Astoria,Bakery,Biscotti,Chocolate Chip Biscotti,1,3.5,Sun,1,Jan,1,1,15:34:10,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Espresso shot,2,6.0,Sun,1,Jan,1,1,15:36:59,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Sun,1,Jan,1,1,15:39:44,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,1,3.75,Sun,1,Jan,1,1,15:42:20,Weekend,Afternoon
Astoria,Tea,Brewed Green tea,Serenity Green Tea Rg,2,5.0,Sun,1,Jan,1,1,15:45:16,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Cappuccino,2,7.5,Sun,1,Jan,1,1,15:46:34,Weekend,Afternoon
Hell's Kitchen,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2,6.2,Sun,1,Jan,1,1,15:51:15,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Latte Rg,2,8.5,Sun,1,Jan,1,1,15:52:23,Weekend,Afternoon
Lower Manhattan,Bakery,Biscotti,Hazelnut Biscotti,1,3.25,Sun,1,Jan,1,1,15:52:23,Weekend,Afternoon
Lower Manhattan,Coffee,Gourmet brewed coffee,Ethiopia Lg,2,7.0,Sun,1,Jan,1,1,15:53:55,Weekend,Afternoon
Hell's Kitchen,Coffee,Drip coffee,Our Old Time Diner Blend Lg,1,3.0,Sun,1,Jan,1,1,15:55:45,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Ethiopia Sm,2,4.4,Sun,1,Jan,1,1,15:55:50,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Black tea,English Breakfast Rg,1,2.5,Sun,1,Jan,1,1,15:58:55,Weekend,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Latte,1,3.75,Sun,1,Jan,1,1,16:00:23,Weekend,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Cappuccino Lg,1,4.25,Sun,1,Jan,1,1,16:02:07,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Sun,1,Jan,1,1,16:03:30,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Green tea,Serenity Green Tea Rg,1,2.5,Sun,1,Jan,1,1,16:03:54,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,16:04:10,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Sun,1,Jan,1,1,16:06:04,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2,5.0,Sun,1,Jan,1,1,16:07:20,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,16:08:59,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Lemon Grass Rg,2,5.0,Sun,1,Jan,1,1,16:10:37,Weekend,Afternoon
Hell's Kitchen,Coffee,Barista Espresso,Ouro Brasileiro shot,1,3.0,Sun,1,Jan,1,1,16:12:00,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2,4.9,Sun,1,Jan,1,1,16:17:06,Weekend,Afternoon
Astoria,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Sun,1,Jan,1,1,16:17:52,Weekend,Afternoon
Hell's Kitchen,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2,5.0,Sun,1,Jan,1,1,16:19:00,Weekend,Afternoon
Astoria,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,Sun,1,Jan,1,1,16:19:17,Weekend,Afternoon
Lower Manhattan,Coffee,Barista Espresso,Cappuccino,2,7.5,Sun,1,Jan,1,1,16:19:26,Weekend,Afternoon
Astoria,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,2,7.5,Sun,1,Jan,1,1,16:20:07,Weekend,Afternoon
Lower Manhattan,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Sun,1,Jan,1,1,16:22:07,Weekend,Afternoon
Astoria,Coffee,Drip coffee,Our Old Time Diner Blend Sm,1,2.0,Sun,1,Jan,1,1,16:22:38,Weekend,Afternoon
Astoria,Tea,Brewed herbal tea,Peppermint Rg,1,2.5,Sun,1,Jan,1,1,16:25:28,Weekend,Afternoon
Lower Manhattan,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,1,2.55,Sun,1,Jan,1,1,16:27:42,Weekend,Afternoon
Hell's Kitchen,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2,6.0,Sun,1,Jan,1,1,16:28:00,Weekend,Afternoon
